filename,title,description,feature,topic,role,level
./help/c-implementing-target/c-non-javascript-based-implementation/testing-content-with-the-adbox.md,How Do I Create an Adbox for an Image?,"Use an AdBox to deliver images in an off-site implementation using Adobe Target. An AdBox is like an mbox, but controlled by a URL instead of JavaScript.",Implement Email,,,
./help/c-implementing-target/c-non-javascript-based-implementation/testing-email-image-adbox.md,How Do I Test an Email Image Adbox?,"Learn how to use Adobe Target to dynamically test images in email, and even change those images on the fly when someone opens the email.",Implement Email,,,
./help/c-implementing-target/c-non-javascript-based-implementation/working-with-redirectors.md,How Do I Work with Redirectors?,"Learn how to use Redirectors in email implementations, similarly to how you use an mbox in your Adobe Target activities.",Implement Email,,,
./help/c-integrating-target-with-mac/a4t/a4t.md,What is Analytics for Target (A4T)?,Use Analytics for Target (A4T) to create activities based on Analytics conversion metrics and audience segments and use Analytics reports to examine results.,Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/a4t/before-implement.md,What Should I Know Before Implementing A4T?,Learn the implementation requirements for Analytics for Target (A4T) and what to consider before you implement this integration.,Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/a4t/a4timplementation.md,How do I Implement Analytics for Target (A4T)?,Follow the steps required to implement Analytics for Target (A4T) in your Adobe Target and Adobe Analytics solutions.,Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/a4t/account-reqs.md,Which User Permission Requirements Are Needed for A4T?,Learn how to configure the user account requirements necessary to create an Adobe Analytics-based activity in Adobe Target using Analytics for Target (A4T).,Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/a4t/campaign-creation.md,How Do I Create an Activity that uses A4T?,Learn how to configure an activity in Adobe Target that uses Adobe Analytics as the reporting source (A4T).,Analytics for Target (A4T),,,
help/c-integrating-target-with-mac/a4t/a4t-at-aa.md,Does A4T Support Auto-Allocate and Auto-Target Activities?,Learn how to create Auto-Allocate and Auto-Target activities in Adobe Target that use Analytics as the reporting source (A4T).,Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/a4t/analytics-tracking-server.md,How do I Use an Analytics Tracking Server?,Learn how to specify an Analytics tracking server for activities that use Analytics for Target (A4T) if you are using an older version of at.js or mbox.js. ,Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/a4t/reporting.md,How Do I Use Reporting in A4T?,Learn how to use Analytics for Target (A4T). A4T provides access to Analytics reports for Target activities that use Analytics metrics and audience segments.,Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/a4t/c-a4t-troubleshooting/a4t-troubleshooting.md,How Do I Troubleshoot the Analytics and Target Integration (A4T),Explore common issues customers have encountered when using Analytics for Target (A4T).,Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/a4t/c-a4t-troubleshooting/minimizing-inflated-visit-and-visitor-counts-a4t.md,How Do I Minimize Inflated Visit and Visitor Counts in A4T?,"Learn how to minimize the effects of inflated Visit and Visitor counts when using Analytics for Target (A4t). Learn what ""partial data"" is and how to reduce it.",Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/a4t/r-a4t-faq/a4t-faq-initial-provisioning.md,Where Can I Find Information about A4T Initial Provisioning?,"Find answers to questions that are frequently asked about provisioning Analytics for Target (A4T), which lets you use Analytics reporting for Target activities.",Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/a4t/r-a4t-faq/a4t-faq-activity-setup.md,Where Can I Find FAQs About Activity Settings with A4T?,Find answers to questions about activity setup when using Analytics for Target (A4T). A4T lets you use Analytics reporting for Target activities.,Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/a4t/r-a4t-faq/a4t-faq-viewing-reports.md,Find Answers to Questions About Viewing Reports with A4T?,Find answers to questions that are frequently asked about viewing reports when using Analytics for Target (A4T). A4T lets you use Analytics reporting for Target activities.,Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/a4t/r-a4t-faq/a4t-faq-redirect-offers.md,Where Can I Find FAQs About Redirect Offers with A4T?,Find answers to questions about using redirect offers when using Analytics for Target (A4T). A4T lets you use Analytics reporting for Target activities.,Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/a4t/r-a4t-faq/a4t-faq-lift-and-confidence.md,Where Can I Find Information about Lift And Confidence with A4T?,Find answers to questions about lift and confidence when using Analytics for Target (A4T). A4T lets you use Analytics reporting for Target activities.,Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/a4t/r-a4t-faq/a4t-faq-metric-definition.md,Where Can I Find Information About Metric Definitions with A4T?,Find answers to questions about metric definitions and using Analytics for Target (A4T). A4T lets you use Analytics reporting with Adobe Target activities.,Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/a4t/r-a4t-faq/a4t-faq-inflated-visit-and-visitor-counts.md,Where Can I Find FAQs About Inflated Visit and Visitor Counts with A4T?,"Find answers to questions about inflated visit and visitor counts when using Analytics for Target (A4T). Learn how to minimize ""partial data.""",Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/a4t/r-a4t-faq/a4t-faq-classifications.md,Where Can I Find Information About Classifications with A4T?,Find answers to questions about classifications and using Analytics for Target (A4T). A4T lets you use Analytics reporting for Target activities.,Analytics for Target (A4T),,,
help/c-target/c-troubleshooting-targets-and-audiences/a4t-faq-sharing-metrics-audiences-reports.md,"Where Can Find FAQs Sharing Metrics, Audiences, and Reports in A4T?","Find FAQs about sharing metrics, audiences, and reports when using Analytics for Target (A4T). A4T lets you use Analytics reporting for Adobe Target activities.",Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/a4t/r-a4t-faq/a4t-faq-old-integration.md,Where Can I Find FAQs About the Sitecatalyst to Test&Target Integration?,Find answers to questions that are frequently asked about the legacy SiteCatalyst to Test&Target integration and using Analytics for Target (A4T).,Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/a4t/understanding-expected-data-variances.md,What Is the Expected Data Variance between Analytics and A4T?,"Learn about the expected data variances between Adobe Target and Analytics when not using Analytics for Target (A4T), which eliminates data variance altogether.",Analytics for Target (A4T),,,
./help/c-integrating-target-with-mac/mmp.md,How Do I Use Adobe Experience Cloud Audiences in Target?,Learn how Adobe Experience Cloud Audiences let Experience Cloud solutions communicate and share information about website visitors with other Adobe solutions.,Integrations,,,
help/c-integrating-target-with-mac/audience-manager-target-integration.md,How Do I Integrate Target with Adobe Audience Manager (AAM)?,Learn how to use the Target/Audience Manager integration to send Audience Manager (AAM) segments to Adobe Target.,Integrations,,,
./help/c-integrating-target-with-mac/campaign-and-target.md,How Do I Integrate Target with Adobe Campaign?,Learn how to use Adobe Target with Adobe Campaign to optimize email content.,Integrations,,,
./help/c-integrating-target-with-mac/experience-cloud-device-co-op.md,What is the Adobe Experience Cloud Device Co-Op?,Find information about the Adobe Experience Cloud Device Co-op. Work together to better identify consumers across digital touch points while ensuring privacy and transparency.,Integrations,,,
./help/c-activities/activities.md,How Can I Personalize Content and Test Page Designs with Target?,Learn how activities in Adobe Target let you personalize content to specific audiences and test page designs,Activities,,,
./help/c-activities/target-activities-guide.md,What Activity Types Are Available in Target?,Download an interactive PDF that describes the different activity types in Adobe Target.,Activities,,,
./help/c-activities/t-test-ab/test-ab.md,Which Type of A/B Activities Are Available in Target?,"Learn about the different types of A/B Test activities in Adobe Target: Manual, Auto-Allocate, and Auto-Target. Choose the one that's right for you.",A/B Tests,,,
./help/c-activities/t-test-ab/sample-size-determination.md,How Long Should I Run an A/B Test?,Learn how long to run an A/B test. A successful A/B test in Adobe Target requires an adequate number of visitors (sample size) to improve your conversion rate.,A/B Tests,,,
./help/c-activities/t-test-ab/common-ab-testing-pitfalls.md,How Do I Avoid Common A/B Testing Mistakes?,Learn how to avoid the most common pitfalls and mistakes that companies make when performing A/B testing in Adobe Target and other testing solutions.,A/B Tests,,,
help/c-activities/t-test-ab/aa-testing.md,What is A/A Testing?,"Learn what an A/A test is, why you might want to perform an A/A test, how long you should run the test, and how to interpret the results.",A/B Tests,,,
./help/c-activities/t-test-ab/t-test-create-ab/test-create-ab.md,How Do I Create an A/B Test?,Learn how to use the Visual Experience Composer (VEC) in Adobe Target to create your A/B Test activity directly on a Target-enabled page.,A/B Tests,,,
./help/c-activities/t-test-ab/t-test-create-ab/ab-activity-url.md,What Is the  Activity URL In an A/B Activity?,Learn how to specify the Activity URL that determines the page that is used in the test and that opens when the test is designed using Adobe Target.,A/B Tests,,,
./help/c-activities/t-test-ab/t-test-create-ab/ab-add-experience.md,How Do I Add Experiences in a Target A/B Activity?,Learn how to use the Visual Experience Composer (VEC) in Adobe Target. The VEC provides a visual interface for adding and editing experiences on your page.,A/B Tests,,,
./help/c-activities/t-test-ab/t-test-create-ab/ab-audience.md,How Do I Select an Audience in a Target A/B Activity?,The audience determines which site visitors are entered into your Adobe Target activity.,A/B Tests,,,
./help/c-activities/t-test-ab/t-test-create-ab/ab-goals-and-settings.md,How Do I Specify Goals and Settings in a Target A/B Activity?,Learn how to use the Goals and Settings page in Adobe Target to specify information about the goals of an A/B activity.,A/B Tests,,,
./help/c-activities/t-test-ab/t-test-create-ab/create-a4t.md,How Can I Use Analytics Data in Target?,Learn how to configure an activity in Adobe Target to use Adobe Analytics as the reporting source. This integration is called Analytics for Target (A4T).,Analytics for Target (A4T),,,
./help/c-activities/t-test-ab/t-test-create-ab/ab-set-metrics.md,How Do I Set Goal Metrics in an A/B Activity?,"Learn how to specify metrics in an Adobe Target A/B activity to determine when a visit is successful, such as Conversion, Revenue, and Engagement.",A/B Tests,,,
./help/c-activities/t-test-ab/t-test-create-ab/target-experience-to-multiple-audiences.md,Can I Use Multiple Experience Versions in an A/B activity?,Learn how to target versions of the same experience to different audiences in Adobe Target A/B activities.,A/B Tests,,,
./help/c-activities/automated-traffic-allocation/automated-traffic-allocation.md,What is an Auto-Allocate Activity?,Learn how to use an Auto-Allocate activity in Adobe Target that identifies a winner among two or more experiences and automatically reallocates more traffic to the winner.,Auto-Allocate,,,
help/c-activities/automated-traffic-allocation/create-auto-allocate-activity.md,How Do I Create an Auto-Allocate Activity?,Learn how to use the Visual Experience Composer (VEC) in Adobe Target to create an Auto-Allocate A/B Test activity directly on a Target-enabled page.,Auto-Allocate,,,
./help/c-activities/automated-traffic-allocation/determine-winner.md,How Do I Interpret Auto-Allocate Reports?,"Learn how to interpret the results of an Auto-Allocate A/B activity in Adobe Target by examining important indicators, including lift and confidence.",Auto-Allocate,,,
help/c-activities/automated-traffic-allocation/faster-results-higher-revenue.md,Can Auto-Allocate Activities Get Faster Results and Higher Revenue?,Learn how an Auto Allocate activity in Adobe Target identifies a winner among two or more experiences and automatically reallocates more traffic to the winner.,Auto-Allocate,,,
help/c-activities/auto-target/auto-target-to-optimize.md,What Is an Auto-Target Activity?,Learn how an Auto-Target activity in Target serves the most tailored experience to each visitor based on customer profiles and the behavior of similar visitors.,Auto-Target,,,
help/c-activities/auto-target/create-auto-target.md,How Do I Create an Auto-Target Activity?,Learn how to use the Visual Experience Composer (VEC) in Adobe Target to create your Auto-Target A/B Test activity directly on a Target-enabled page.,Auto-Target,,,
help/c-activities/auto-target/auto-target-troubleshooting-faqs.md,How Can I Troubleshoot Auto-Target Activities?,Explore troubleshooting topics and Frequently Asked Questions about Auto-Target activities in Adobe Target.,Auto-Target,,,
./help/c-activities/t-automated-personalization/automated-personalization.md,What is an Automated Personalization (AP) Activity?,Learn how to use Automated Personalization (AP) activities in Adobe Target that use advanced machine learning to match different offer variations to each visitor.,Automated Personalization,,,
./help/c-activities/t-automated-personalization/algo-random-forest.md,How Does Target Use the Random Forest Algorithm?,Learn how Adobe Target uses the Random Forest algorithm in both Automated Personalization (AP) and Auto-Target activities.,Automated Personalization,,,
./help/c-activities/t-automated-personalization/create-ap-activity.md,How Do I Create an Automated Personalization Activity?,Learn how to create an Automated Personalization (AP) activity in Adobe Target using the Visual Experience Composer (VEC).,Automated Personalization,,,
./help/c-activities/t-automated-personalization/uploading-data-for-the-target-personalization-algorithms.md,How Can I Upload Data for Personalization Algorithms?,"Learn how to upload offline data, such as CRM information, when building personalization models in Adobe Target Automated Personalization (AP) activities.",Automated Personalization,,,
./help/c-activities/t-automated-personalization/ap-data.md,What Data is Collected to Build Personalization Algorithms?,Learn which data Adobe Target collects and uses to build its personalization algorithms in Automated Personalization (AP) and Auto-Target (AT) activities.,Automated Personalization,,,
./help/c-activities/t-automated-personalization/ap-traffic-estimator.md,How Much Traffic Is Needed for an Automated Personalization Activity?,Learn how to use the Traffic Estimator that lets you know if you have sufficient traffic for your Adobe Target Automated Personalization activity to succeed.,Automated Personalization,,,
./help/c-activities/t-automated-personalization/ap-preview-experiences.md,How Can I Preview Automated Personalization Experiences in the VEC?,Learn how to preview each experience in an Automated Personalization (AP) activity in Adobe Target using the Visual Experience Composer (VEC).,Automated Personalization,,,
./help/c-activities/t-automated-personalization/ap-target-offers.md,How Can I Target Automated Personalization Offers?,Learn how to target individual offers to specific audiences by using an Automated Personalization (AP) activity in Adobe Target.,Automated Personalization,,,
./help/c-activities/t-automated-personalization/managing-exclusions.md,How Do I Manage Exclusions in Automated Personalization Activities?,"Manage exclusions in Adobe Target Automated Personalization (AP) activities. Create exclusion groups and exclude duplicate offers, specific experiences, and default content.",Automated Personalization,,,
./help/c-activities/t-automated-personalization/experience-as-control.md,How Can I Use a Specific Experience as Control in an AP Activity?,Learn how to select an experience to be used as control while creating an Automated Personalization (AP) or Auto-Target activity in Adobe Target.,Automated Personalization,,,
./help/c-activities/t-automated-personalization/automated-personalization-faq.md,How Can I Find FAQs about Automated Personalization Activities?,Explore a list of frequently asked questions (FAQs) and answers about Automated Personalization (AP) activities in Adobe Target.,Automated Personalization,,,
./help/c-activities/t-automated-personalization/experience-preview.md,How Can I Use Experience Preview URLS in Automated Personalization Activities?,Learn how to use experience preview URLs for Adobe Target Automated Personalization activities to see experience content directly on your site before the activity is live.,Automated Personalization,,,
./help/c-activities/t-automated-personalization/ap-trouble.md,How Do I Troubleshoot Automated Personalization?,"Explore potential challenges you might face while using Automated Personalization (AP) activities in Adobe Target, along with suggested solutions.",Automated Personalization,,,
./help/c-activities/t-experience-target/experience-target.md,What Is an Experience Targeting (XT) Activity?,Learn how to use Experience Targeting (XT) activities in Adobe Target to deliver content to a specific audience based on a set of marketer-defined rules and criteria.,Experience Targeting,,,
./help/c-activities/t-experience-target/t-xt-create/xt-create.md,How Do I Create an Experience Targeting Activity?,Learn how to use the Visual Experience Composer (VEC) in Adobe Target to create an Experience Targeting (XT) activity on a Target-enabled page.,Experience Targeting,,,
./help/c-activities/t-experience-target/t-xt-create/xt-activity-url.md,What Is the Activity URL In an Experience Targeting (XT) Activity?,Learn how to specify the Activity URL that determines the page that is used in the test and that opens when the Experience Targeting activity is designed using Adobe Target.,Experience Targeting,,,
./help/c-activities/t-experience-target/t-xt-create/xt-add-experience.md,How Do I Create Experiences in an Experience Targeting Activity?,Learn how use the Adobe Target Visual Experience Composer (VEC) to create and edit experiences on your page in an Experience Targeting (XT) activity.,Experience Targeting,,,
./help/c-activities/t-experience-target/t-xt-create/xt-switching-experiences.md,Can Visitors Switch Experiences in an Experience Targeting Activity?,Learn how visitors can switch between experiences in an Adobe Target Experience Targeting (XT) activity as their profiles evolve.,Experience Targeting,,,
./help/c-activities/t-experience-target/t-xt-create/xt-goals-and-settings.md,How Do I Specify Goals and Settings in an Experience Targeting Activity?,Learn how to use the Goals and Settings page in Adobe Target to specify information about the goals of an Experience Targeting (XT) activity.,Experience Targeting,,,
./help/c-activities/t-experience-target/t-xt-create/xt-set-metrics.md,How Do I Set Goal Metrics in an Experience Targeting Activity?,"Learn how to specify metrics in an Adobe Target Experience Targeting activity to determine when a visit is successful, such as Conversion, Revenue, and Engagement.",Experience Targeting,,,
./help/c-activities/c-multivariate-testing/multivariate-testing.md,What is a Multivariate Test?,Learn how to use Multivariate Testing (MVT) in Adobe Target to compare combinations of offers in elements on a page to determine which combination performs the best.,Multivariate Tests,,,
./help/c-activities/c-multivariate-testing/best-practices.md,What Best Practices for Multivariate Tests?,"Learn how to improve performance, avoid issues, and correct known issues that might occur when creating and running Multivariate Test activities in Adobe Target.",Multivariate Tests,,,
./help/c-activities/c-multivariate-testing/plan-mvt.md,How Do I Plan a Multivariate Test?,Learn how to plan a Multivariate Tests in Adobe Target so you can create a successful test.,Multivariate Tests,,,
./help/c-activities/c-multivariate-testing/t-create-multivariate-test/create-multivariate-test.md,How Do I Create a Multivariate Test?,Learn how to use the Visual Experience Composer (VEC) in Adobe Target to create a Multivariate Test (MVT) right on a Target-enabled page.,Multivariate Tests,,,
./help/c-activities/c-multivariate-testing/t-create-multivariate-test/url.md,What Is the Activity URL In an Multivariate (MVT) Activity?,Learn how to specify the Activity URL that determines the page that is used in the test and that opens when the Multivariate Test activity is designed using Adobe Target.,Multivariate Tests,,,
./help/c-activities/c-multivariate-testing/t-create-multivariate-test/add-offers.md,How Do I Create Combinations in Multivariate Tests (MVT)?,Learn how to use the Visual Experience Composer (VEC) in Adobe Target to create the offers you want to include in your Multivariate Test (MVT).,Multivariate Tests,,,
./help/c-activities/c-multivariate-testing/t-create-multivariate-test/preview-experiences.md,How Can I Preview Experiences for a Multivariate Test  (MVT),Learn how to preview each experience in a Multivariate Test (MVT) activity in Adobe Target using the Visual Experience Composer (VEC).,Multivariate Tests,,,
./help/c-activities/c-multivariate-testing/t-create-multivariate-test/traffic-estimator.md,How Much Traffic Is Needed for a Multivariate Test (MVT) Activity?,Learn how to use the Traffic Estimator that lets you know if you have sufficient traffic for your Adobe Target Multivariate Test activity to succeed.,Multivariate Tests,,,
./help/c-activities/c-multivariate-testing/t-create-multivariate-test/test-summary.md,How Can I View a Multivariate Test (MVT) acitivity's Summary?,View a Multivariate Test (MVT) activity's summary that provides a visual overview of your MVT activity in Adobe Target.,Multivariate Tests,,,
./help/c-activities/c-multivariate-testing/t-create-multivariate-test/goals-and-settings.md,How Do I Specify Goals and Settings in a Multivariate Test (MVT) Activity?,Learn how to use the Goals and Settings page in Adobe Target to specify information about the goals of a Multivariate Test (MVT) activity.,Multivariate Tests,,,
./help/c-activities/c-multivariate-testing/t-create-multivariate-test/mvt-set-metrics.md,How Do I Set Goal Metrics in a Multivariate Test (MVT) Activity?,"Learn how to specify metrics in an Adobe Target Multivariate Test activity to determine when a visit is successful, such as Conversion, Revenue, and Engagement.",Multivariate Tests,,,
./help/c-activities/c-multivariate-testing/t-create-multivariate-test/troubleshooting.md,How Do I Troubleshoot Multivariate Tests?,"Explore potential challenges you might face while using Multivariate Test (MVT) activities in Adobe Target, along with suggested solutions.",Multivariate Tests,,,
./help/c-activities/recommendations-activity.md,Where Can I Find Information About Recommendations Activities?,Find information about Recommendations activities in Adobe Target that automatically display products or content that might interest your customers based on previous user activity.,Recommendations,,,
./help/c-activities/edit-activity.md,How Do I Edit an Activity or Save As Draft?,"Learn about the different ways you can edit an existing activity in Adobe Target, including saving an activity in draft form.",Activities,,,
./help/c-activities/priority.md,How Does Target Assign Priority to Different Activities?,Learn how Adobe Target determines which activity (or activities) to deliver to a page differently depending on which Target interface and which activity creation function you're using.,Activities,,,
./help/c-activities/activity-settings.md,How Do I Specify Activity Settings?,"Learn how to use Activity Settings in Adobe Target to manage the objective, priority, and duration of your activities.",Activities,,,
./help/c-activities/r-success-metrics/success-metrics.md,What Are Success Metrics?,"Learn about success metrics in Adobe Target that help you determine the success of an activity. Success metrics include Conversion, Revenue, Page Views, Custom Scoring, and Time on Site.",Success Metrics,,,
./help/c-activities/r-success-metrics/click-tracking.md,What is Click Tracking?,Learn how Adobe Target lets you track clicks on any element as a success metric.,Success Metrics,,,
./help/c-activities/r-success-metrics/capture-score.md,What Is the Capture Score metric?,Learn about the Capture Score engagement metric in Adobe Target that calculates an aggregated score based on the value assigned to pages visited on the site.,Success Metrics,,,
./help/c-activities/change-log.md,How Can I See an Activities Change Log?,Access an activity's change log in Adobe Target to view a record of who changed your activities and when the changes occurred.,Activities,,,
./help/c-activities/c-troubleshooting-activities/troubleshooting-activities.md,How Can I Troubleshoot Activities?,Find troubleshooting suggestions should your Adobe Target activity not appear on your site.,Activities,,,
./help/c-activities/c-troubleshooting-activities/content-trouble.md,How Can I Troubleshoot Content Delivery?,Find suggestions to help remedy issues if your page does not display the expected content. Learn how to debug content delivery in Adobe Target.,Activities,,,
./help/c-activities/c-activity-qa/activity-qa.md,How Do I QA Activities?,"Learn how to use Adobe Target QA URLs to perform easy end-to-end activity QA with preview links that never change, optional audience targeting, and QA reporting that stays segmented from live activity data.",Activities,,,
./help/c-activities/c-activity-qa/activity-qa-bookmark.md,How Do I use the Activity QA Bookmarklet?,Learn how to use the Adobe Target QA bookmarklet to force Target to release you from QA mode.,Activities,,,
./help/c-activities/c-activity-qa/use-qa-mode-with-server-side-delivery.md,Use Can I Perform Activity QA with Server-Side Delivery?,"Learn how to use Adobe Target QA URLs with server-side delivery to perform easy end-to-end activity QA with preview links that never change, optional audience targeting, and QA reporting that stays segmented from live activity data.",Activities,,,
./help/c-target/target.md,How Can I Use Audiences to Target Different Content to Specific Segments?,Learn how to use audiences in Adobe Target to target different content and experiences to specific audiences to optimize your web marketing efforts.,Audiences,,,
./help/c-target/c-audiences/audiences.md,How Do I Use the Audience List?,Learn how to use the Audiences page in Adobe Target and how to view Audience Definition cards that contain audience details and usage information.,Audiences,,,
./help/c-target/c-audiences/create-audience.md,How Do I Build Audiences?,Learn how to create customized audiences and save them to the Adobe Target Audiences library for use in your activities.,Audiences,,,
./help/c-target/c-audiences/c-target-rules/target-rules.md,What Are the Categories for Audiences?,"Learn how to use categories (such as Browser, Geo, Network, Operating System, Visitor Profile) to target content.",Audiences,,,
./help/c-target/c-audiences/c-target-rules/browser.md,Can I Target Visitors Based on Browser Type?,Learn how to create audiences in Adobe Target to target users who use a specific browser or specific browser options when they visit your page.,Audiences,,,
./help/c-target/c-audiences/c-target-rules/custom-parameters.md,Can I Target Visitors Based on Custom Parameters?,Learn how to pass custom parameters to Adobe Target for use in audiences.,Audiences,,,
./help/c-target/c-audiences/c-target-rules/geo.md,Can I Target Visitors Based Location?,"Learn how to create Adobe Target audiences to target users based on their geographical location, including their country, city, zip/postal code, and more.",Audiences,,,
./help/c-target/c-audiences/c-target-rules/network.md,Can I Target Visitors Based on Network Options?,"Learn how to create audiences in Adobe Target based on network details such as ISP, Domain Name, and Connection Speed.",Audiences,,,
./help/c-target/c-audiences/c-target-rules/mobile.md,Can I Target Visitors Based on Mobile Options?,"Learn how to create audiences in Adobe Target to target mobile devices based on parameters such as mobile device, type of device, device vendor, screen dimensions (by pixels), and more.",Audiences,,,
./help/c-target/c-audiences/c-target-rules/operating-system.md,Can I Target Visitors Based on Operating System?,"Learn how to target visitors who use a certain operating system (Linux, Macintosh, or Windows).",Audiences,,,
./help/c-target/c-audiences/c-target-rules/site-pages.md,Can I Target Visitors Based on Site Pages?,Learn how to target visitors using Adobe Target who are on a specific page on your site.,Audiences,,,
./help/c-target/c-audiences/c-target-rules/target-library.md,Can I Target Visitors Based on Pre-built Targeting Rules?,Learn about targeting visitors using pre-built legacy audiences. Best practice is to use the newer audience categories for improved performance.,Audiences,,,
./help/c-target/c-audiences/c-target-rules/time-frame.md,Can I Target Visitors Who Visit My Site at Specific Times?,Learn how to use start/end dates and times to target users who visit your site during a specific time frame. You can also set Week and Day Parting options.,Audiences,,,
./help/c-target/c-audiences/c-target-rules/traffic-sources.md,Can I Target Visitors Based on Search Engine or Referring Site?,Learn how to create audiences in Adobe Target to target visitors based on the search engine or landing page that refers them to your site.,Audiences,,,
./help/c-target/c-audiences/c-target-rules/visitor-profile.md,Can I Target Visitors Who Meet Specific Profile Parameters?,"Learn how to create audiences in Adobe Target to target visitors who meet specific profile parameters such as new or returning visitor, category affinity, and more.",Audiences,,,
./help/c-target/c-audiences/creating-a-profile-attribute-comparison-audience.md,Can I Compare Two Profile Attributes for Use in Audiences?,Learn how to define an audience to compare two profile attributes for your Target Audience library or in an activity-only audience.,Audiences,,,
./help/c-target/combining-multiple-audiences.md,Can I Combine Multiple Audiences to Create a New Audience?,Learn how to combine multiple audiences (including Adobe Experience Cloud audiences and Target audiences) on the fly to create ad hoc audiences.,Audiences,,,
./help/c-target/creating-activity-only-audience.md,Can I Create an Audience to Use Only Once?,Learn how to create activity-only audiences in Adobe Target that are for one-time use in the current activity and not stored in the Audiences Library.,Audiences,,,
./help/c-target/managing-audience-filters.md,Can I Use Audience Filters for Reporting?,Learn how to use audience filters in Adobe Target to view data from groups of visitors who share a specific characteristic or set of characteristics.,Audiences,,,
./help/c-target/apply-reporting-audience-success-metric.md,Can I Apply a Reporting Audience To A Success Metric?,Learn how to choose a success metric in Adobe Target that qualifies the user for the reporting audience.,Success Metrics,,,
./help/c-target/c-visitor-profile/visitor-profile.md,What Are Visitor Profiles?,Learn more about visitor profiles that contain information about how your visitors use your pages and other optimized content locations.,Audiences,,,
./help/c-target/c-visitor-profile/visitor-profile-lifetime.md,What Is the Visitor Profile Lifetime and Can I Extend It?,"Learn more about when a visitor profile expires (by default, 14 days) in Adobe Target. The profile lifetime can be extended by contacting Adobe Client Care.",Audiences,,,
./help/c-target/c-visitor-profile/profile-parameters.md,What Are Profile Attributes?,Learn about visitor-specific attributes that are stored in the visitor's profile to provide information about that can be used in your Adobe Target activities.,Audiences,,,
help/c-target/c-visitor-profile/use-profile-scripts-to-test-mutually-exclusive-activities.md,Can I Use Profile Scripts to Test Mutually Exclusive Activities?,Learn how to use profile attributes to set up tests in Adobe Target that compare multiple activities but do not let the same visitors participate in each activity.,Audiences,,,
./help/c-target/c-visitor-profile/category-affinity.md,What Is Category Affinity?,Learn about category affinity in Adobe Target that automatically captures categories a user visits and then calculates the user's affinity for the category so it can be targeted and segmented on.,Audiences,,,
./help/c-target/c-visitor-profile/working-with-customer-attributes.md,What Are Customer Attributes and How Do I Use Them?,Learn how to use enterprise customer data from a customer relationship management (CRM) database for content targeting in Adobe Target.,Audiences,,,
./help/c-target/c-visitor-profile/3rd-party-id.md,How Do I Use Real-Time Profile Syncing for mbox3rdPartyId?,"Learn how to use the mbox3rdPartyId, which is your organization's visitor ID, such as membership ID or your organization's loyalty program.",Audiences,,,
./help/c-target/c-visitor-profile/variables-profiles-parameters-methods.md,"Which Profiles, Variables, and Parameters Are Used in Target?","View a list of various profiles, variables, and parameters that are useful in profile scripts in Adobe Target.",Audiences,,,
./help/c-target/c-troubleshooting-targets-and-audiences/troubleshooting-targets-and-audiences.md,Where Can I Find Questions and Answers about Targets and Audiences?,View frequently asked questions (FAQs) about experience targeting and audiences used in Adobe Target activities.,Audiences,,,
./help/c-target/c-troubleshooting-targets-and-audiences/a4t-faq-sharing-metrics-audiences-reports.md,"Can I Share Metrics, Audiences, and Reports  Using A4T?","Read answers to questions that are frequently asked about sharing metrics, audiences, and reports when using Analytics for Target (A4T).",Analytics for Target (A4T),,,
./help/c-experiences/experiences.md,Which Experience Composers Does Target Offer?,"Learn more about the Adobe Experience Composers: Visual Experience Composer (VEC), Form-Based Experience Composer, and the Single Page Visual Experience Composer.",Experiences and Offers,,,
./help/c-experiences/c-visual-experience-composer/visual-experience-composer.md,How Do I Use the Visual Experience Composer (VEC)?,Learn the basics of using the Visual Experience Composer (VEC) in Adobe Target. The VEC is a WYSIWYG editor that lets you easily create personalized experiences.,Visual Experience Composer (VEC),,,
./help/c-experiences/c-visual-experience-composer/viztarget-options.md,How Do I Use the Visual Experience Composer (VEC) Options?,Explore the options available in Adobe Target's Visual Experience Composer (VEC). Simply click an element to see which options are available for that element.,Visual Experience Composer (VEC),,,
./help/c-experiences/c-visual-experience-composer/temtest.md,Can I Include the Same Experience on Similar Pages?,Learn how to use the Adobe Target Visual Experience Composer (VEC) to include the same experience on multiple pages that are similarly structured or contain the same template elements.,Experiences and Offers,,,
